Reported Date,Total Dead and Missing,Location Coordinates
"July 23, 2015",40,"34.234500000000, 14.743700000000"
"July 23, 2015",1,"20.056657000000, -104.098026000000"
"July 23, 2015",1,"21.227478000000, 23.503113000000"
"July 23, 2015",7,"22.744540000000, 22.352479300000"
"July 21, 2015",3,"28.705310200000, -100.514147900000"
"July 19, 2015",1,"49.382400000000, 2.109380000000"
"July 19, 2015",1,"-4.047485000000, 39.756104000000"
"July 16, 2015",6,"39.283600000000, 26.505700000000"
"July 16, 2015",1,"31.621437300000, -111.930093400000"
"July 16, 2015",1,"50.951300000000, 1.858690000000"
"July 15, 2015",100,"32.865295722001, 13.092461346875"
"July 15, 2015",1,"31.621437300000, -111.930093400000"
"July 15, 2015",1,"35.746500000000, 14.414100000000"
"July 15, 2015",1,"46.186966000000, 19.991362000000"
"July 14, 2015",1,"31.621437300000, -111.930093400000"
"July 13, 2015",1,"51.017900000000, 1.474550000000"
"July 11, 2015",1,"31.621437300000, -111.930093400000"
"July 10, 2015",30,"32.750000000000, 13.716700000000"
"July 09, 2015",9,"31.653400000000, 31.289100000000"
"July 09, 2015",12,"37.779414000000, 26.353410000000"
"July 09, 2015",1,"31.621437300000, -111.930093400000"
"July 07, 2015",18,"37.351100000000, 27.037100000000"
"July 07, 2015",1,"26.034277400000, -98.331911200000"
"July 07, 2015",1,"50.914300000000, 1.800380000000"
"July 06, 2015",1,"16.121094000000, 32.310913000000"
"July 05, 2015",2,"16.357811000000, -94.758468000000"
"July 05, 2015",2,"17.160265500000, -97.331239900000"
"July 04, 2015",1,"31.621437300000, -111.930093400000"
"July 02, 2015",1,"31.621437300000, -111.930093400000"
"July 02, 2015",1,"19.421016000000, -98.142549000000"
"July 01, 2015",1,"31.363666900000, 10.233956100000"
"July 01, 2015",1,"21.459778100000, 21.471366900000"
"July 01, 2015",2,"26.239989000000, 12.913084000000"
"July 01, 2015",1,"26.239989000000, 12.913084000000"
"July 01, 2015",2,"26.239989000000, 12.913084000000"
"July 01, 2015",1,"26.239989000000, 12.913084000000"
"July 01, 2015",3,"26.239989000000, 12.913084000000"
"July 01, 2015",1,"31.621437300000, -111.930093400000"
"July 01, 2015",1,"31.621437300000, -111.930093400000"
"July 01, 2015",1,"26.239989000000, 12.913084000000"
"July 01, 2015",3,"17.607789000000, 8.081666000000"
"July 01, 2015",3,"19.545270100000, 21.922914300000"
"July 01, 2015",1,"19.075158000000, 8.024068000000"
"June 30, 2015",1,"31.621437300000, -111.930093400000"
"June 30, 2015",2,"15.712389863732, 4.981830712500"
"June 29, 2015",1,"33.024950500000, -115.845024500000"
"June 29, 2015",1,"49.610700000000, 2.109380000000"
"June 28, 2015",1,"31.621437300000, -111.930093400000"
"June 27, 2015",1,"32.749080400000, -115.771138100000"
"June 27, 2015",1,"31.621437300000, -111.930093400000"
"June 26, 2015",1,"46.227638000000, 2.213749000000"
"June 26, 2015",9,"17.721200000000, -92.813900000000"
"June 25, 2015",1,"32.668685000000, -115.493137300000"
"June 25, 2015",1,"35.128838500000, 18.902833900000"
"June 23, 2015",6,"37.005900000000, 27.419600000000"
"June 23, 2015",1,"34.234500000000, 14.743700000000"
"June 22, 2015",1,"31.621437300000, -111.930093400000"
"June 21, 2015",1,"26.037909700000, -98.086004100000"
"June 21, 2015",1,"9.355286000000, 42.795288000000"
"June 20, 2015",22,"35.352515000000, -3.976368000000"
"June 20, 2015",1,"31.621437300000, -111.930093400000"
"June 19, 2015",2,"-18.563171000000, 35.002686000000"
"June 18, 2015",1,"31.621437300000, -111.930093400000"
"June 18, 2015",1,"51.471150000000, -0.456487000000"
"June 18, 2015",1,"31.621437300000, -111.930093400000"
"June 18, 2015",1,"32.591521000000, -117.120961700000"
"June 17, 2015",3,"34.981478400000, 23.490953900000"
"June 17, 2015",1,"31.621437300000, -111.930093400000"
"June 17, 2015",1,"31.621437300000, -111.930093400000"
"June 16, 2015",1,"31.621437300000, -111.930093400000"
"June 16, 2015",1,"31.621437300000, -111.930093400000"
"June 16, 2015",1,"25.695667000000, -100.329018000000"
"June 16, 2015",1,"31.621437300000, -111.930093400000"
"June 15, 2015",15,"19.000389000000, 12.894990000000"
"June 14, 2015",5,"7.738711600000, -77.986971100000"
"June 13, 2015",1,"31.621437300000, -111.930093400000"
"June 10, 2015",1,"31.621437300000, -111.930093400000"
"June 08, 2015",1,"31.621437300000, -111.930093400000"
"June 08, 2015",1,"31.621437300000, -111.930093400000"
"June 03, 2015",18,"19.387730500000, 5.714761600000"
"June 03, 2015",0,"20.145079000000, 7.404254000000"
"June 03, 2015",0,"19.387730500000, 5.714761600000"
"June 03, 2015",1,"31.621437300000, -111.930093400000"
"June 02, 2015",3,"29.376662500000, -113.982345600000"
"June 01, 2015",2,"20.084053000000, 10.741789000000"
"June 01, 2015",1,"31.621437300000, -111.930093400000"
"June 01, 2015",1,"31.621437300000, -111.930093400000"
"June 01, 2015",1,"19.075158000000, 8.024068000000"
"June 01, 2015",60,"10.010819000000, 94.999996000000"
"June 01, 2015",1,"20.084053000000, 10.741789000000"
"June 01, 2015",1,"19.075158000000, 8.024068000000"
"May 31, 2015",1,"32.602038000000, -116.079468000000"
"May 31, 2015",1,"49.610700000000, 1.406250000000"
"May 31, 2015",1,"24.026731964107, 13.154260888876"
"May 30, 2015",25,"35.050314391584, 18.113846750000"
"May 30, 2015",1,"31.621437300000, -111.930093400000"
"May 28, 2015",8,"29.085434600000, -100.863546900000"
"May 28, 2015",1,"27.469219000000, -99.549635600000"
"May 28, 2015",1,"31.621437300000, -111.930093400000"
"May 28, 2015",1,"31.621437300000, -111.930093400000"
"May 27, 2015",1,"8.086946369365, -76.728381218555"
"May 26, 2015",1,"35.880463000000, -5.320930000000"
"May 26, 2015",1,"26.213257000000, -100.156984000000"
"May 26, 2015",2,"13.498141000000, 89.487406000000"
"May 25, 2015",5,"38.324300000000, 26.288780000000"
"May 25, 2015",106,"6.444910000000, 100.578535000000"
"May 24, 2015",47,"19.810093000000, 93.987842700000"
"May 23, 2015",1,"30.410095000000, 19.569885000000"
"May 23, 2015",5,"35.643960100000, 10.946793900000"
"May 22, 2015",1,"31.621437300000, -111.930093400000"
"May 21, 2015",1,"-0.353821000000, 42.545288000000"
"May 21, 2015",1,"35.309949500000, 13.479818300000"
"May 20, 2015",8,"-13.315018600000, 48.259260600000"
"May 19, 2015",1,"4.718780000000, 97.931785000000"
"May 19, 2015",1,"1.860474000000, 37.772888000000"
"May 18, 2015",1,"32.668685000000, -115.493137300000"
"May 15, 2015",1,"1.695679000000, 37.937683000000"
"May 15, 2015",10,"5.836902800000, 115.099941100000"
"May 13, 2015",1,"15.739896500000, 25.702966000000"
"May 12, 2015",1,"45.732148000000, 4.999428000000"
"May 12, 2015",1,"31.621437300000, -111.930093400000"
"May 10, 2015",1,"32.650514000000, -115.448746000000"
"May 05, 2015",2,"8.450141400000, 98.525531700000"
"May 04, 2015",46,"36.391620500000, 14.349836900000"
"May 02, 2015",3,"31.299627700000, 30.292163700000"
"May 02, 2015",10,"31.594035217005, 18.109550500000"
"May 01, 2015",6,"23.875410200000, 12.847447600000"
"May 01, 2015",2,"19.789357100000, 10.763283100000"
"May 01, 2015",36,"8.540132000000, 98.661975000000"
"May 01, 2015",1,"19.075158000000, 8.024068000000"
"May 01, 2015",2,"26.239989000000, 12.913084000000"
"April 30, 2015",2,"32.318625356454, 15.161053695703"
"April 24, 2015",1,"41.997346200000, 21.427995600000"
"April 24, 2015",1,"25.959096300000, -97.296037800000"
"April 23, 2015",14,"41.716456300000, 21.772296600000"
"April 23, 2015",1,"31.621437300000, -111.930093400000"
"April 23, 2015",1,"31.621437300000, -111.930093400000"
"April 21, 2015",1,"41.150241784105, 17.421187906250"
"April 21, 2015",1,"27.468842800000, -99.557492700000"
"April 21, 2015",1,"20.538573000000, -101.455532000000"
"April 20, 2015",2,"33.712300000000, 11.447400000000"
"April 20, 2015",1,"36.352782000000, 27.938259000000"
"April 20, 2015",1,"17.701111000000, 38.369873000000"
"April 18, 2015",1022,"35.030000000000, 14.677700000000"
"April 17, 2015",1,"35.746500000000, 14.414100000000"
"April 17, 2015",1,"26.213257000000, -100.156984000000"
"April 16, 2015",1,"9.915894000000, 44.647095000000"
"April 16, 2015",41,"34.885900000000, 14.414100000000"
"April 16, 2015",12,"35.746500000000, 14.414100000000"
"April 15, 2015",3,"27.469219000000, -99.549635600000"
"April 14, 2015",1,"26.037909700000, -98.086004100000"
"April 13, 2015",400,"36.173400000000, 17.572607000000"
"April 13, 2015",1,"-22.187675800000, 29.926538600000"
"April 13, 2015",1,"31.621437300000, -111.930093400000"
"April 13, 2015",1,"31.621437300000, -111.930093400000"
"April 11, 2015",3,"25.144970606594, -77.698404023437"
"April 10, 2015",2,"31.106319800000, 30.941975100000"
"April 10, 2015",1,"34.234500000000, 14.743700000000"
"April 09, 2015",40,"19.801748400000, -72.286630900000"
"April 08, 2015",4,"-17.833191000000, 31.032288000000"
"April 06, 2015",11,"37.466700000000, 26.966700000000"
"April 06, 2015",1,"31.621437300000, -111.930093400000"
"April 03, 2015",1,"18.087567800000, -67.929463900000"
"April 02, 2015",1,"-6.744507000000, 39.314697000000"
"April 02, 2015",2,"-25.899597000000, 32.609314000000"
"April 01, 2015",1,"26.239989000000, 12.913084000000"
"April 01, 2015",1,"19.075158000000, 8.024068000000"
"April 01, 2015",2,"26.239989000000, 12.913084000000"
"April 01, 2015",1,"26.239989000000, 12.913084000000"
"March 31, 2015",130,"13.498141000000, 89.487406000000"
"March 31, 2015",243,"12.749010177507, 97.951188185938"
"March 31, 2015",1,"31.621437300000, -111.930093400000"
"March 29, 2015",4,"28.949376800000, 17.285763500000"
"March 29, 2015",1,"23.692761000000, -100.625276000000"
"March 26, 2015",1,"31.621437300000, -111.930093400000"
"March 26, 2015",1,"31.621437300000, -111.930093400000"
"March 19, 2015",3,"33.504103500000, 11.088149400000"
"March 17, 2015",1,"32.668484200000, -115.505436600000"
"March 17, 2015",8,"37.020073000000, 27.401316000000"
"March 17, 2015",0,"17.947712200000, -93.680033900000"
"March 17, 2015",6,"17.947712200000, -93.680033900000"
"March 17, 2015",1,"31.621437300000, -111.930093400000"
"March 17, 2015",1,"31.621437300000, -111.930093400000"
"March 17, 2015",9,"23.918447700000, -99.007484000000"
"March 11, 2015",12,"28.102399700000, -15.415593300000"
"March 11, 2015",1,"28.335688400000, -100.391984000000"
"March 10, 2015",2,"41.792270000000, 26.437847000000"
"March 09, 2015",1,"17.498700000000, -91.980400000000"
"March 09, 2015",42,"14.024729400000, 48.345196200000"
"March 08, 2015",4,"28.438040800000, -11.098737400000"
"March 06, 2015",1,"27.623664000000, -99.634314600000"
"March 06, 2015",1,"32.746705400000, -115.667260100000"
"March 06, 2015",1,"17.480292000000, -91.720399000000"
"March 06, 2015",1,"31.621437300000, -111.930093400000"
"March 04, 2015",25,"20.947648094934, -17.087038967578"
"March 04, 2015",1,"19.682152000000, -101.169727000000"
"March 03, 2015",50,"36.031300000000, 13.359400000000"
"March 03, 2015",1,"18.786226600000, -71.646850300000"
"March 01, 2015",3,"19.075158000000, 8.024068000000"
"March 01, 2015",1,"32.849232000000, 13.164800000000"
"March 01, 2015",2,"32.849232000000, 13.164800000000"
"March 01, 2015",2,"26.239989000000, 12.913084000000"
"March 01, 2015",2,"26.239989000000, 12.913084000000"
"February 28, 2015",6,"29.711067900000, -101.569380500000"
"February 28, 2015",5,"32.826788512878, 13.418913357422"
"February 27, 2015",15,"22.198745000000, 113.543873000000"
"February 24, 2015",1,"14.633328000000, -92.133327000000"
"February 23, 2015",1,"31.621437300000, -111.930093400000"
"February 21, 2015",1,"31.621437300000, -111.930093400000"
"February 21, 2015",1,"31.621437300000, -111.930093400000"
"February 18, 2015",1,"31.621437300000, -111.930093400000"
"February 14, 2015",1,"50.951300000000, 1.858690000000"
"February 09, 2015",307,"34.361600000000, 12.985800000000"
"February 08, 2015",29,"34.379700000000, 12.810100000000"
"February 07, 2015",9,"34.579000000000, 12.436500000000"
"February 06, 2015",1,"31.621437300000, -111.930093400000"
"February 06, 2015",1,"31.621437300000, -111.930093400000"
"February 02, 2015",36,"12.942226400000, 43.412687700000"
"February 02, 2015",3,"1.006620563320, 47.813732500000"
"January 30, 2015",10,"35.286196000000, -2.958992800000"
"January 30, 2015",1,"31.621437300000, -111.930093400000"
"January 29, 2015",57,"17.615694452844, 93.010776906250"
"January 28, 2015",1,"18.925100000000, -72.724700000000"
"January 27, 2015",1,"31.621437300000, -111.930093400000"
"January 27, 2015",1,"31.621437300000, -111.930093400000"
"January 25, 2015",1,"31.621437300000, -111.930093400000"
"January 23, 2015",1,"20.779575500000, 24.152626100000"
"January 22, 2015",21,"35.272947000000, -2.924594000000"
"January 20, 2015",1,"17.875807000000, -93.151203000000"
"January 20, 2015",12,"32.581556000000, 13.178704000000"
"January 19, 2015",1,"17.983326000000, -92.916667000000"
"January 18, 2015",1,"34.885900000000, 14.414100000000"
"January 17, 2015",1,"18.056331000000, -93.084468000000"
"January 16, 2015",45,"36.810331300000, 27.271263900000"
"January 14, 2015",2,"8.582298100000, 99.224920100000"
"January 11, 2015",1,"7.250240600000, 100.338315500000"
"January 10, 2015",1,"31.621437300000, -111.930093400000"
"January 09, 2015",1,"31.621437300000, -111.930093400000"
"January 08, 2015",1,"42.206507300000, 21.201434700000"
"January 07, 2015",2,"-23.649944700000, 30.120909200000"
"January 07, 2015",1,"31.621437300000, -111.930093400000"
"January 04, 2015",5,"35.908983000000, -1.592287000000"
"January 04, 2015",1,"31.621437300000, -111.930093400000"
"January 04, 2015",1,"31.621437300000, -111.930093400000"
"January 03, 2015",1,"19.269688100000, -81.392199200000"
"January 03, 2015",1,"41.168911300000, 21.528735600000"
"January 01, 2015",26,"26.239989000000, 12.913084000000"
"January 01, 2015",1,"30.404114000000, 19.565918000000"
"January 01, 2015",3,"8.111574000000, 98.448911000000"
"January 01, 2015",1,"13.149000000000, 44.850500000000"
"January 01, 2015",2,"11.964746500000, 43.288407100000"
"January 01, 2015",1,"13.577588600000, 44.017798900000"
"January 01, 2015",1,"13.569700000000, 44.014600000000"
"January 01, 2015",1,"26.239989000000, 12.913084000000"
"December 31, 2014",1,"23.644500000000, -80.288100000000"
"December 31, 2014",24,"13.138300000000, 43.159800000000"
"December 31, 2014",2,"39.977100000000, 19.050300000000"
"December 31, 2014",9,"36.999300000000, 27.364180000000"
"December 31, 2014",1,"51.120800000000, 1.043700000000"
"December 31, 2014",750,"0.175781203951, 77.431640750000"
"December 31, 2014",17,"34.161800000000, 13.073700000000"
"December 31, 2014",23,"36.399200000000, -2.384030000000"
"December 31, 2014",1,"25.131133000000, 11.858396000000"
"December 31, 2014",5,"34.813800000000, 13.710900000000"
"December 31, 2014",30,"34.307100000000, 16.611300000000"
"December 31, 2014",9,"35.846800000000, -5.803530000000"
"December 30, 2014",4,"33.482565000000, 11.109411000000"
"December 29, 2014",1,"50.847600000000, 1.757810000000"
"December 05, 2014",41,"23.634500000000, -102.553000000000"
"November 28, 2014",4,"43.787126100000, 22.372377400000"
"November 24, 2014",12,"35.924600000000, 13.161600000000"
"November 23, 2014",6,"36.315100000000, 12.919900000000"
"November 19, 2014",2,"50.996600000000, 2.257400000000"
"November 16, 2014",30,"12.093000000000, 44.030500000000"
"November 12, 2014",4,"39.279000000000, 26.532000000000"
"November 07, 2014",38,"41.234437400000, 29.112145000000"
"October 29, 2014",1,"12.533100000000, 47.922400000000"
"October 27, 2014",1,"12.533100000000, 47.922400000000"
"October 24, 2014",1,"12.533100000000, 47.922400000000"
"October 20, 2014",1,"12.533100000000, 47.922400000000"
"October 19, 2014",1,"50.951300000000, 1.858690000000"
"October 17, 2014",2,"25.752900000000, -79.852800000000"
"October 17, 2014",1,"12.608200000000, 48.823200000000"
"October 17, 2014",1,"12.533100000000, 47.922400000000"
"October 17, 2014",1,"30.539833300000, -111.119621500000"
"October 17, 2014",95,"33.596300000000, 14.633800000000"
"October 17, 2014",4,"9.009880000000, 98.289200000000"
"October 17, 2014",3,"35.898000000000, 15.490700000000"
"October 16, 2014",64,"12.704700000000, 49.482400000000"
"October 12, 2014",8,"35.985800000000, -5.396350000000"
"October 11, 2014",1,"50.951314000000, 1.858690000000"
"October 08, 2014",1,"12.533100000000, 47.922400000000"
"October 07, 2014",1,"50.981587301914, 1.810620814453"
"October 07, 2014",1,"51.005343743724, 1.826413661133"
"October 06, 2014",1,"12.533100000000, 47.922400000000"
"October 05, 2014",20,"31.922400000000, 16.523400000000"
"October 01, 2014",2,"24.567100000000, -80.321000000000"
"September 30, 2014",16,"9.130378200000, 41.280857700000"
"September 30, 2014",149,"28.835089396536, -103.695362125000"
"September 25, 2014",1,"31.789225100000, -112.440468100000"
"September 25, 2014",88,"31.525300000000, 29.686400000000"
"September 24, 2014",1,"36.895019777045, 38.362713741895"
